代码,时间,开盘价,最高价,最低价,收盘价,成交量,成交额
SZ399908,2015-08-05,2297.5100,2319.8500,2252.5000,2257.9100,1040680200,9168097280.00
SZ399909,2015-08-05,2530.9600,2569.4200,2491.7000,2502.6300,2079465000,22340767744.00
SZ399910,2015-08-05,3536.8000,3608.4800,3463.8600,3492.2100,6725596000,92919832576.00
SZ399911,2015-08-05,5861.9100,5893.0900,5726.1400,5739.2200,1928236800,27169912832.00
SZ399912,2015-08-05,7892.8300,7909.9400,7696.8300,7732.2100,762395200,14347114496.00
SZ399913,2015-08-05,8317.1400,8369.4200,8138.8800,8179.1000,283858500,9220345856.00
SZ399914,2015-08-05,5889.4700,5897.1800,5777.1400,5778.4300,3951259200,50248241152.00
SZ399915,2015-08-05,2404.3900,2425.7500,2328.7300,2339.4700,1603049400,31846744064.00
SZ399916,2015-08-05,3480.9600,3516.3500,3373.0500,3393.9800,305008400,4776270336.00
SZ399917,2015-08-05,2719.0600,2736.8400,2664.0600,2671.6400,1368878200,10656188416.00
SZ399918,2015-08-05,3967.1400,3982.1400,3888.8100,3890.7400,5230809200,88574607360.00
SZ399919,2015-08-05,4172.5900,4190.5900,4101.8300,4105.2100,9412568800,92682092544.00
SZ399920,2015-08-05,3771.5600,3795.2900,3684.2600,3694.6400,12559281600,201609216000.00
SZ399922,2015-08-05,4518.6200,4580.6700,4456.2300,4485.8300,6478523200,68119826432.00
SZ399923,2015-08-05,166.0500,166.2000,166.0400,166.1900,11125900,1147570944.00
SZ399925,2015-08-05,3575.6200,3586.8800,3521.2500,3523.0100,6730816000,73995321344.00
SZ399926,2015-08-05,2302.5800,2325.2500,2255.3500,2270.2400,16672195200,229748604928.00
SZ399927,2015-08-05,1987.0600,2000.6700,1948.0000,1954.4200,10163888000,127381397504.00
SZ399928,2015-08-05,2651.2600,2674.8000,2596.2900,2601.8400,1361157300,12199606272.00
SZ399929,2015-08-05,3077.9500,3126.6300,3032.8300,3051.1800,4169505200,49352802304.00
SZ399930,2015-08-05,4594.1100,4683.6000,4504.7200,4540.4600,9821723200,135426883584.00
SZ399931,2015-08-05,6267.7800,6314.0400,6127.6600,6156.8800,3676422800,55309037568.00
SZ399932,2015-08-05,8558.2500,8612.2100,8360.7500,8426.2100,1564107800,28771778560.00
SZ399933,2015-08-05,10642.8300,10764.0700,10455.5600,10510.8100,1003517000,24557424640.00
SZ399934,2015-08-05,5905.1500,5916.6700,5793.4000,5795.6300,5290086800,68205486080.00
SZ399935,2015-08-05,5112.9600,5161.9000,4960.9300,4991.1600,2753873600,57763774464.00
SZ399936,2015-08-05,5804.2000,5882.5400,5611.2700,5671.3900,520783600,10169364480.00
SZ399937,2015-08-05,3342.0500,3365.1400,3267.8000,3281.5700,1887226600,17090576384.00
SZ399938,2015-08-05,2624.7300,2663.5800,2582.2300,2602.2100,24877862400,456654913536.00
SZ399939,2015-08-05,2020.2700,2040.3300,1980.9100,1987.6900,5394833600,99948437504.00
SZ399941,2015-08-05,2015.4600,2049.2300,1979.5300,1990.0600,965183600,15365791744.00
SZ399942,2015-08-05,6348.4900,6366.2500,6203.7400,6217.3500,1646307500,30554746880.00
SZ399943,2015-08-05,2747.0800,2787.7200,2702.3800,2712.0700,4062030000,39485820928.00
SZ399944,2015-08-05,2952.9800,2976.1800,2896.3300,2905.6000,2177600600,20935802880.00
SZ399945,2015-08-05,2489.3900,2509.1300,2399.4800,2426.2500,2626789200,26828894208.00
SZ399946,2015-08-05,6220.5000,6229.4900,6107.2200,6108.3400,3318286200,41548988416.00
SZ399947,2015-08-05,5722.0100,5735.1300,5645.6600,5646.8500,1890753000,14177197056.00
SZ399948,2015-08-05,7183.8000,7218.0300,7006.7100,7040.3300,1839424000,24272607232.00
SZ399949,2015-08-05,5547.3400,5592.5700,5400.1200,5451.6100,1406741800,22417184768.00
SZ399950,2015-08-05,2738.4200,2777.7700,2693.8700,2703.7800,3592992000,33558968320.00
SZ399951,2015-08-05,5533.5600,5546.4600,5459.8700,5461.1800,1890753000,14177197056.00
SZ399952,2015-08-05,7201.8800,7221.4400,7028.5400,7039.1500,525720600,6989412352.00
SZ399953,2015-08-05,1460.8600,1478.2500,1432.7900,1441.2500,18895427200,219010301952.00
SZ399954,2015-08-05,1160.9400,1166.5900,1137.0600,1138.9200,5381327200,61188759552.00
SZ399956,2015-08-05,1183.6300,1190.6700,1160.1000,1162.9300,15545216000,188570157056.00
SZ399957,2015-08-05,2160.3400,2170.8600,2075.0200,2097.6200,2006246800,19126165504.00
SZ399958,2015-08-05,1648.9100,1665.8700,1618.6400,1625.9800,1612951700,38453866496.00
SZ399959,2015-08-05,2240.9900,2280.5800,2153.9200,2195.3400,2491505200,66978131968.00
SZ399960,2015-08-05,4404.3400,4428.4700,4308.6000,4319.0900,7114070400,86706814976.00
SZ399961,2015-08-05,2944.9900,2967.4000,2884.7600,2893.9200,2315110600,22617243648.00
SZ399962,2015-08-05,4099.0800,4175.1800,4022.4300,4051.5200,11954752000,178051153920.00
SZ399963,2015-08-05,5660.8800,5702.1500,5516.6900,5547.0200,6872695200,120098365440.00
SZ399964,2015-08-05,10156.1800,10283.8800,9912.3800,9983.2900,5136696400,103026253824.00
SZ399968,2015-08-05,3717.6300,3725.2800,3645.1100,3646.8900,8683275200,94931042304.00
SZ399969,2015-08-05,4489.3600,4540.8300,4392.7900,4413.5100,11365151200,177762467840.00
SZ399972,2015-08-05,4778.9400,4816.8800,4687.8900,4699.6200,4771084800,81360379904.00
SZ399977,2015-08-05,1548.5700,1574.9000,1525.7100,1533.3000,1842265600,29514598400.00
SZ399978,2015-08-05,15777.9600,16004.7200,15528.2100,15641.0800,1386000600,34949480448.00
SZ399979,2015-08-05,4704.2500,4748.4600,4601.8000,4635.2200,3621309200,42392297472.00
SZ399980,2015-08-05,3044.4800,3051.7600,2991.1400,2991.8900,5712948400,71252180992.00
SZ399982,2015-08-05,9378.7200,9514.3700,9199.6600,9273.2400,11999976800,186153222144.00
